FECHA,PAÍS,DEPARTAMENTO,MUNICIPIO,DELITO,PAIS VÍCTIMA,GENERO,ZONA,CIRCUNSTANCIASPERSONA
2022-09-22T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS,FEMENINO,URBANA,ESTADOS UNIDOS
2022-09-22T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),RECUPERACION,ESTADOS UNIDOS,FEMENINO,URBANA,ESTADOS UNIDOS
2022-09-24T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-09-26T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-10-02T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-10-06T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ISRAEL,MASCULINO,URBANA,ISRAEL
2022-10-08T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-10-09T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
2022-10-10T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
2022-10-10T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),INSPECCION A CADAVER,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
2022-10-10T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),MUERTE POR ESTABLECER,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
2022-10-12T00:00:00.000,COLOMBIA,AMAZONAS,Leticia (CT),ARTÍCULO 239. HURTO PERSONAS,NORUEGA,FEMENINO,URBANA,NORUEGA
2022-10-16T00:00:00.000,COLOMBIA,CALDAS,Manizales (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2022-10-19T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-10-24T00:00:00.000,COLOMBIA,CÓRDOBA,Planeta Rica,ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
2022-10-24T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
2022-10-30T00:00:00.000,COLOMBIA,HUILA,San Agustín,ARTÍCULO 239. HURTO PERSONAS,PERU,FEMENINO,RURAL,PERU
2022-11-04T00:00:00.000,COLOMBIA,CALDAS,Manizales (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-11-08T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-11-11T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-11-11T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-11-11T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,RECUPERACION,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-11-11T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,RECUPERACION,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-11-24T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-12-03T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),MUERTE ACCIDENTAL,MEXICO,MASCULINO,URBANA,MEXICO
2022-12-06T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
2022-12-24T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
2022-12-25T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,CANADA,MASCULINO,URBANA,CANADA
2022-12-25T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
2022-12-29T00:00:00.000,COLOMBIA,HUILA,San Agustín,ARTÍCULO 239. HURTO PERSONAS,ITALIA,FEMENINO,URBANA,ITALIA
2023-01-01T00:00:00.000,COLOMBIA,GUAJIRA,Dibulla,INSPECCION A CADAVER,ALEMANIA,FEMENINO,RURAL,ALEMANIA
2023-01-01T00:00:00.000,COLOMBIA,GUAJIRA,Dibulla,MUERTE ACCIDENTAL,ALEMANIA,FEMENINO,RURAL,ALEMANIA
2023-01-01T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-01T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-01T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2023-01-01T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-02T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-02T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-02T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,RECUPERACION,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-03T00:00:00.000,COLOMBIA,MAGDALENA,Puebloviejo,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,RURAL,COLOMBIA
2023-01-03T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,CANADA,MASCULINO,URBANA,CANADA
2023-01-03T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-03T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-03T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-03T00:00:00.000,COLOMBIA,SUCRE,Coveñas,ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2023-01-04T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2023-01-04T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-04T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-04T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2023-01-05T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-05T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-05T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-06T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-06T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-06T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ITALIA,MASCULINO,URBANA,ITALIA
2023-01-07T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-07T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-07T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-08T00:00:00.000,COLOMBIA,MAGDALENA,Ciénaga,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,RURAL,COLOMBIA
2023-01-08T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-08T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-08T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-08T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-08T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-08T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-09T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-09T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-10T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-10T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-11T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-12T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-12T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-12T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2023-01-12T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-13T00:00:00.000,COLOMBIA,GUAJIRA,Riohacha (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-13T00:00:00.000,COLOMBIA,GUAJIRA,Riohacha (CT),RECUPERACION,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-13T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-13T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-14T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-14T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-14T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-14T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-15T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,HOLANDA,MASCULINO,URBANA,HOLANDA
2023-01-15T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,MEXICO,MASCULINO,URBANA,MEXICO
2023-01-15T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,POLONIA,FEMENINO,URBANA,POLONIA
2023-01-15T00:00:00.000,COLOMBIA,SUCRE,Coveñas,INSPECCION A CADAVER,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-15T00:00:00.000,COLOMBIA,SUCRE,Coveñas,MUERTE ACCIDENTAL,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-16T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-17T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,RURAL,COLOMBIA
2023-01-17T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-17T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2023-01-18T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2023-01-18T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-18T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO RESIDENCIAS,JAPON,FEMENINO,URBANA,JAPON
2023-01-19T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-19T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-19T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-19T00:00:00.000,COLOMBIA,SUCRE,Sincelejo (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-19T00:00:00.000,COLOMBIA,SUCRE,Sincelejo (CT),RECUPERACION,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-20T00:00:00.000,COLOMBIA,MAGDALENA,Ciénaga,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-20T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-20T00:00:00.000,COLOMBIA,SUCRE,Sincelejo (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-20T00:00:00.000,COLOMBIA,SUCRE,Sincelejo (CT),RECUPERACION,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-20T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,BRASIL,MASCULINO,URBANA,BRASIL
2023-01-21T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-21T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-21T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-22T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,BELGICA,FEMENINO,RURAL,BELGICA
2023-01-22T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,REINO UNIDO,FEMENINO,RURAL,REINO UNIDO
2023-01-22T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2023-01-22T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2023-01-22T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-22T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,HOLANDA,FEMENINO,URBANA,HOLANDA
2023-01-23T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,FRANCIA,MASCULINO,URBANA,FRANCIA
2023-01-25T00:00:00.000,COLOMBIA,ANTIOQUIA,Itagui,ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,FEMENINO,URBANA,ALEMANIA
2023-01-25T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-26T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,BELGICA,MASCULINO,URBANA,BELGICA
2023-01-26T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-26T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-26T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
2023-01-27T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-27T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,RURAL,COLOMBIA
2023-01-27T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-28T00:00:00.000,COLOMBIA,AMAZONAS,Puerto Nariño,ARTÍCULO 239. HURTO PERSONAS,FRANCIA,MASCULINO,URBANA,FRANCIA
2023-01-28T00:00:00.000,COLOMBIA,AMAZONAS,Puerto Nariño,RECUPERACION,FRANCIA,MASCULINO,URBANA,FRANCIA
2023-01-28T00:00:00.000,COLOMBIA,CUNDINAMARCA,Bogotá D.C. (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2023-01-28T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ARGENTINA,FEMENINO,URBANA,ARGENTINA
2023-01-28T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-29T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-29T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-01-29T00:00:00.000,COLOMBIA,QUINDÍO,Salento,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,CHILE,FEMENINO,URBANA,CHILE
2023-01-30T00:00:00.000,COLOMBIA,CAUCA,Popayán (CT),ARTÍCULO 239. HURTO PERSONAS,AUSTRIA,MASCULINO,URBANA,AUSTRIA
2023-01-31T00:00:00.000,COLOMBIA,CUNDINAMARCA,Bogotá D.C. (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
2023-01-31T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-31T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,MEXICO,MASCULINO,URBANA,MEXICO
2023-02-02T00:00:00.000,COLOMBIA,CALDAS,Manizales (CT),ARTÍCULO 239. HURTO PERSONAS,REINO UNIDO,MASCULINO,URBANA,REINO UNIDO
2023-02-02T00:00:00.000,COLOMBIA,CUNDINAMARCA,Bogotá D.C. (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-02-02T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,MEXICO,MASCULINO,URBANA,MEXICO
2023-02-03T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-02-03T00:00:00.000,COLOMBIA,NARIÑO,Pasto (CT),ARTÍCULO 239. HURTO PERSONAS,ECUADOR,MASCULINO,URBANA,ECUADOR
2023-02-04T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,TURQUIA,MASCULINO,URBANA,TURQUIA
2023-02-04T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,FEMENINO,URBANA,ALEMANIA
2023-02-04T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,RURAL,COLOMBIA
2023-02-05T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-02-05T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-02-05T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-02-05T00:00:00.000,COLOMBIA,MAGDALENA,Sitionuevo,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,RURAL,COLOMBIA
2023-02-06T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-02-06T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,RURAL,COLOMBIA
2023-02-06T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-02-06T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,RURAL,COLOMBIA
2023-02-07T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2023-02-07T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ITALIA,MASCULINO,URBANA,ITALIA
2023-02-07T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,JAPON,MASCULINO,URBANA,JAPON
2023-02-08T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 244. EXTORSIÓN,FRANCIA,MASCULINO,URBANA,FRANCIA
2023-02-08T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ISRAEL,MASCULINO,URBANA,ISRAEL
