FECHA,PAÍS,DEPARTAMENTO,MUNICIPIO,DELITO,PAIS VÍCTIMA,GENERO,ZONA,CIRCUNSTANCIASPERSONA
2022-09-11T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-09-11T00:00:00.000,COLOMBIA,GUAVIARE,San José del Guaviare (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2022-09-12T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2022-09-12T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2022-09-14T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,ECUADOR,MASCULINO,URBANA,ECUADOR
2022-09-14T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2022-09-15T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-09-18T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2022-09-19T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2022-09-19T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-09-21T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,FEMENINO,URBANA,ESPAÑA
2022-09-21T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS,MASCULINO,URBANA,ESTADOS UNIDOS
